OSD191_6_14_DRW	M01153_28_000000000-ABJE2_1_1101_10039_9241	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;JTB255 marine benthic group;	4
OSD33_6_14_MI	M01153_28_000000000-ABJE2_1_1101_10104_27837	Bacteria;Nitrospinae;Nitrospinia;Nitrospinales;Nitrospinaceae;uncultured;	9
OSD31_6_14_PH	M01153_28_000000000-ABJE2_1_1101_10710_21801	Bacteria;Cyanobacteria;Chloroplast;	88
OSD188_6_14_RI	M01153_28_000000000-ABJE2_1_1101_10122_8980	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;uncultured;	160
OSD189_6_14_YNG	M01153_28_000000000-ABJE2_1_1101_10068_26294	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;SAR86 clade;	317
OSD189_6_14_YNG	M01153_28_000000000-ABJE2_1_1101_10145_25240	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;	1
OSD190_6_14_KI	M01153_28_000000000-ABJE2_1_1101_10728_6796	Archaea;Thaumarchaeota;Marine Group I;Unknown Order;Unknown Family;Candidatus Nitrosopelagicus;	27
OSD33_6_14_MI	M01153_28_000000000-ABJE2_1_1101_10141_25903	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;NS5 marine group;	172
OSD33_6_14_MI	M01153_28_000000000-ABJE2_1_1101_10089_17019	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;NS5 marine group;	5
OSD188_6_14_RI	M01153_28_000000000-ABJE2_1_1101_10165_15651	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;uncultured;	2
OSD191_6_14_DRW	M01153_28_000000000-ABJE2_1_1101_10770_27312	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;SAR86 clade;	56
OSD189_6_14_YNG	M01153_28_000000000-ABJE2_1_1101_10173_27859	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;NS5 marine group;	27
OSD190_6_14_KI	M01153_28_000000000-ABJE2_1_1101_10104_4336	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Cryomorphaceae;uncultured;	200
OSD190_6_14_KI	M01153_28_000000000-ABJE2_1_1101_10167_11599	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;SAR116 clade;	23
OSD31_6_14_PH	M01153_28_000000000-ABJE2_1_1101_10789_11024	Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Surface 1;	46
OSD190_6_14_KI	M01153_28_000000000-ABJE2_1_1101_10202_23949	Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Marine Group II;	115
OSD189_6_14_YNG	M01153_28_000000000-ABJE2_1_1101_10143_24200	Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Surface 4;	311
OSD191_6_14_DRW	M01153_28_000000000-ABJE2_1_1101_10176_6295	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;AEGEAN-169 marine group;	275
OSD188_6_14_RI	M01153_28_000000000-ABJE2_1_1101_10799_21483	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;SAR116 clade;	1
OSD32_6_14_NSI	M01153_28_000000000-ABJE2_1_1101_10228_13046	Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Marine Group II;	106
OSD188_6_14_RI	M01153_28_000000000-ABJE2_1_1101_10148_25427	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;NS9 marine group;	88
OSD32_6_14_NSI	M01153_28_000000000-ABJE2_1_1101_10189_21950	Bacteria;Cyanobacteria;Chloroplast;	1
OSD189_6_14_YNG	M01153_28_000000000-ABJE2_1_1101_10806_19101	Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Surface 1;	3
OSD191_6_14_DRW	M01153_28_000000000-ABJE2_1_1101_10229_20319	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;uncultured;	1
OSD33_6_14_MI	M01153_28_000000000-ABJE2_1_1101_10151_11197	Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;OM1 clade;Candidatus Actinomarina;	80
OSD33_6_14_MI	M01153_28_000000000-ABJE2_1_1101_10229_24226	Bacteria;Cyanobacteria;Chloroplast;	172
OSD33_6_14_MI	M01153_28_000000000-ABJE2_1_1101_10811_23291	Bacteria;Cyanobacteria;ML635J-21;	2
OSD188_6_14_RI	M01153_28_000000000-ABJE2_1_1101_10234_18070	Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Surface 1;	6
OSD32_6_14_NSI	M01153_28_000000000-ABJE2_1_1101_10166_25985	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Pseudohongiella;	64
OSD189_6_14_YNG	M01153_28_000000000-ABJE2_1_1101_10275_8630	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;AEGEAN-169 marine group;	303
OSD191_6_14_DRW	M01153_28_000000000-ABJE2_1_1101_10877_5866	Bacteria;Cyanobacteria;Chloroplast;	114
OSD33_6_14_MI	M01153_28_000000000-ABJE2_1_1101_10258_3272	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;AEGEAN-169 marine group;	213
OSD189_6_14_YNG	M01153_28_000000000-ABJE2_1_1101_10215_10420	Bacteria;Proteobacteria;Deltaproteobacteria;SAR324 clade(Marine group B);	1
OSD190_6_14_KI	M01153_28_000000000-ABJE2_1_1101_10301_16599	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;SAR116 clade;	235
OSD32_6_14_NSI	M01153_28_000000000-ABJE2_1_1101_10892_24928	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Tenacibaculum;	46
OSD31_6_14_PH	M01153_28_000000000-ABJE2_1_1101_10287_26457	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;SAR86 clade;	296
OSD190_6_14_KI	M01153_28_000000000-ABJE2_1_1101_10244_23687	Bacteria;Marinimicrobia (SAR406 clade);	504
OSD191_6_14_DRW	M01153_28_000000000-ABJE2_1_1101_10324_27335	Bacteria;Cyanobacteria;Cyanobacteria;SubsectionI;FamilyI;Synechococcus;	22
OSD189_6_14_YNG	M01153_28_000000000-ABJE2_1_1101_10902_15895	Bacteria;Cyanobacteria;Chloroplast;	141
OSD189_6_14_YNG	M01153_28_000000000-ABJE2_1_1101_10346_11936	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;NS2b marine group;	140
OSD188_6_14_RI	M01153_28_000000000-ABJE2_1_1101_10258_22798	Bacteria;Cyanobacteria;Cyanobacteria;SubsectionIII;FamilyI;Trichodesmium;	1
OSD188_6_14_RI	M01153_28_000000000-ABJE2_1_1101_10326_6352	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Tenacibaculum;	6
OSD190_6_14_KI	M01153_28_000000000-ABJE2_1_1101_10914_9237	Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Surface 4;	63
OSD188_6_14_RI	M01153_28_000000000-ABJE2_1_1101_10357_4091	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella;	3
OSD191_6_14_DRW	M01153_28_000000000-ABJE2_1_1101_10279_22621	Bacteria;Marinimicrobia (SAR406 clade);	92
OSD33_6_14_MI	M01153_28_000000000-ABJE2_1_1101_10343_20869	Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Sva0996 marine group;	109
OSD33_6_14_MI	M01153_28_000000000-ABJE2_1_1101_10921_6252	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;PS1 clade;	379
OSD190_6_14_KI	M01153_28_000000000-ABJE2_1_1101_10404_22880	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;NS4 marine group;	1
OSD33_6_14_MI	M01153_28_000000000-ABJE2_1_1101_10325_20042	Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Surface 4;	1
OSD31_6_14_PH	M01153_28_000000000-ABJE2_1_1101_10344_16318	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;SAR86 clade;	1
OSD188_6_14_RI	M01153_28_000000000-ABJE2_1_1101_10940_4491	Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Surface 4;	118
OSD189_6_14_YNG	M01153_28_000000000-ABJE2_1_1101_10408_21547	Bacteria;Cyanobacteria;Chloroplast;	98
OSD31_6_14_PH	M01153_28_000000000-ABJE2_1_1101_10338_15201	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Sediminimonas;	3
OSD189_6_14_YNG	M01153_28_000000000-ABJE2_1_1101_10350_19567	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;AEGEAN-169 marine group;	429
OSD189_6_14_YNG	M01153_28_000000000-ABJE2_1_1101_10995_26901	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;SAR116 clade;	2
OSD191_6_14_DRW	M01153_28_000000000-ABJE2_1_1101_10418_8754	Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;OM1 clade;Candidatus Actinomarina;	1
OSD189_6_14_YNG	M01153_28_000000000-ABJE2_1_1101_10346_3705	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Enterobacter;	61
OSD32_6_14_NSI	M01153_28_000000000-ABJE2_1_1101_10375_8052	Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Surface 4;	169
OSD32_6_14_NSI	M01153_28_000000000-ABJE2_1_1101_11012_13011	Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Marine Group II;	34
OSD32_6_14_NSI	M01153_28_000000000-ABJE2_1_1101_10430_25547	Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Marine Group II;	288
OSD32_6_14_NSI	M01153_28_000000000-ABJE2_1_1101_10352_3975	Bacteria;Marinimicrobia (SAR406 clade);	9
OSD188_6_14_RI	M01153_28_000000000-ABJE2_1_1101_10452_16960	Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Marine Group II;	53
OSD188_6_14_RI	M01153_28_000000000-ABJE2_1_1101_11029_27160	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;uncultured;	283
OSD31_6_14_PH	M01153_28_000000000-ABJE2_1_1101_10467_23061	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;	4
OSD190_6_14_KI	M01153_28_000000000-ABJE2_1_1101_10437_18918	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Alcanivoracaceae;Alcanivorax;	1
OSD190_6_14_KI	M01153_28_000000000-ABJE2_1_1101_10498_10364	Bacteria;Proteobacteria;Deltaproteobacteria;Oligoflexales;Oligoflexaceae;	41
OSD33_6_14_MI	M01153_28_000000000-ABJE2_1_1101_11033_4877	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;uncultured;	11
OSD33_6_14_MI	M01153_28_000000000-ABJE2_1_1101_10469_21860	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;OM75 clade;	180
OSD188_6_14_RI	M01153_28_000000000-ABJE2_1_1101_10442_6863	Bacteria;Marinimicrobia (SAR406 clade);	307
OSD189_6_14_YNG	M01153_28_000000000-ABJE2_1_1101_10523_4332	Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Halieaceae;OM60(NOR5) clade;	105
OSD191_6_14_DRW	M01153_28_000000000-ABJE2_1_1101_11076_18587	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;	13
OSD188_6_14_RI	M01153_28_000000000-ABJE2_1_1101_10508_16879	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;SAR116 clade;	39
OSD189_6_14_YNG	M01153_28_000000000-ABJE2_1_1101_10446_5361	Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Surface 4;	2
OSD191_6_14_DRW	M01153_28_000000000-ABJE2_1_1101_10540_13562	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;SAR116 clade;	78
OSD190_6_14_KI	M01153_28_000000000-ABJE2_1_1101_11126_2733	Bacteria;Proteobacteria;Betaproteobacteria;Methylophilales;Methylophilaceae;OM43 clade;	51
OSD190_6_14_KI	M01153_28_000000000-ABJE2_1_1101_10523_13036	Bacteria;Marinimicrobia (SAR406 clade);	19
OSD32_6_14_NSI	M01153_28_000000000-ABJE2_1_1101_10460_18374	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;SAR116 clade;	3
OSD190_6_14_KI	M01153_28_000000000-ABJE2_1_1101_10551_16524	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;NS9 marine group;	9
OSD31_6_14_PH	M01153_28_000000000-ABJE2_1_1101_11141_11227	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Cryomorphaceae;uncultured;	1
OSD190_6_14_KI	M01153_28_000000000-ABJE2_1_1101_10564_11888	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;SAR116 clade;	38
OSD191_6_14_DRW	M01153_28_000000000-ABJE2_1_1101_10492_15990	Bacteria;Cyanobacteria;ML635J-21;	1
OSD32_6_14_NSI	M01153_28_000000000-ABJE2_1_1101_10593_21089	Bacteria;Cyanobacteria;Cyanobacteria;SubsectionI;FamilyI;Prochlorococcus;	171
OSD191_6_14_DRW	M01153_28_000000000-ABJE2_1_1101_11155_23849	Bacteria;Proteobacteria;Deltaproteobacteria;Bradymonadales;	1
OSD189_6_14_YNG	M01153_28_000000000-ABJE2_1_1101_10635_7866	Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Marine Group II;	70
OSD33_6_14_MI	M01153_28_000000000-ABJE2_1_1101_10536_14400	Bacteria;Cyanobacteria;Cyanobacteria;SubsectionI;FamilyI;Synechococcus;	30
OSD33_6_14_MI	M01153_28_000000000-ABJE2_1_1101_10634_22060	Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Marine Group III;	263
OSD32_6_14_NSI	M01153_28_000000000-ABJE2_1_1101_10681_17330	Bacteria;Cyanobacteria;Chloroplast;	228
OSD190_6_14_KI	M01153_28_000000000-ABJE2_1_1101_10538_9293	Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Surface 1;	225
OSD188_6_14_RI	M01153_28_000000000-ABJE2_1_1101_10651_24310	Bacteria;Proteobacteria;Gammaproteobacteria;Salinisphaerales;Salinisphaeraceae;ZD0417 marine group;	1
OSD31_6_14_PH	M01153_28_000000000-ABJE2_1_1101_10717_21008	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;AEGEAN-169 marine group;	2
OSD31_6_14_PH	M01153_28_000000000-ABJE2_1_1101_10554_4562	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;SAR116 clade;	65
OSD31_6_14_PH	M01153_28_000000000-ABJE2_1_1101_10655_13138	Bacteria;Cyanobacteria;Chloroplast;	65
OSD191_6_14_DRW	M01153_28_000000000-ABJE2_1_1101_10723_21602	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;AEGEAN-169 marine group;	5
OSD188_6_14_RI	M01153_28_000000000-ABJE2_1_1101_10647_9236	Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Marine Group II;	310
OSD190_6_14_KI	M01153_28_000000000-ABJE2_1_1101_10728_17157	Bacteria;Cyanobacteria;Chloroplast;	12
OSD188_6_14_RI	M01153_28_000000000-ABJE2_1_1101_10742_14911	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Blfdi19;	10
OSD189_6_14_YNG	M01153_28_000000000-ABJE2_1_1101_10688_6471	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;PS1 clade;	79
OSD31_6_14_PH	M01153_28_000000000-ABJE2_1_1101_10751_21672	Bacteria;Marinimicrobia (SAR406 clade);	92
OSD33_6_14_MI	M01153_28_000000000-ABJE2_1_1101_10767_19153	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;NS5 marine group;	142
OSD190_6_14_KI	M01153_28_000000000-ABJE2_1_1101_10707_19135	Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Marine Group II;	12
OSD191_6_14_DRW	M01153_28_000000000-ABJE2_1_1101_10763_15643	Bacteria;Proteobacteria;Deltaproteobacteria;SAR324 clade(Marine group B);	196
OSD191_6_14_DRW	M01153_28_000000000-ABJE2_1_1101_10788_21780	Bacteria;Cyanobacteria;Cyanobacteria;SubsectionI;FamilyI;Synechococcus;	621
OSD191_6_14_DRW	M01153_28_000000000-ABJE2_1_1101_10727_12336	Bacteria;Cyanobacteria;Cyanobacteria;SubsectionIII;FamilyI;Planktothricoides;	1
OSD188_6_14_RI	M01153_28_000000000-ABJE2_1_1101_10782_21476	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;SAR116 clade;	158
OSD190_6_14_KI	M01153_28_000000000-ABJE2_1_1101_10796_23869	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;NS2b marine group;	233
OSD31_6_14_PH	M01153_28_000000000-ABJE2_1_1101_10740_19871	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;uncultured;	208
OSD189_6_14_YNG	M01153_28_000000000-ABJE2_1_1101_10799_6648	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;SAR116 clade;	1
OSD188_6_14_RI	M01153_28_000000000-ABJE2_1_1101_10815_13130	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;SAR116 clade;	1
OSD32_6_14_NSI	M01153_28_000000000-ABJE2_1_1101_10754_22753	Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Unknown Family;uncultured;	39
OSD33_6_14_MI	M01153_28_000000000-ABJE2_1_1101_10806_27650	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;uncultured;	79
OSD189_6_14_YNG	M01153_28_000000000-ABJE2_1_1101_10827_4657	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;SAR86 clade;	339
OSD188_6_14_RI	M01153_28_000000000-ABJE2_1_1101_10760_13816	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Enterobacter;	363
OSD32_6_14_NSI	M01153_28_000000000-ABJE2_1_1101_10812_21646	Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Halieaceae;OM60(NOR5) clade;	123
OSD31_6_14_PH	M01153_28_000000000-ABJE2_1_1101_10847_14096	Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Flammeovirgaceae;Marinoscillum;	1
OSD33_6_14_MI	M01153_28_000000000-ABJE2_1_1101_10798_24531	Bacteria;Proteobacteria;Betaproteobacteria;Methylophilales;Methylophilaceae;OM43 clade;	11
OSD191_6_14_DRW	M01153_28_000000000-ABJE2_1_1101_10858_5116	Bacteria;Cyanobacteria;Chloroplast;	2
OSD33_6_14_MI	M01153_28_000000000-ABJE2_1_1101_10868_23496	Bacteria;Chloroflexi;SAR202 clade;	5
OSD191_6_14_DRW	M01153_28_000000000-ABJE2_1_1101_10845_6776	Bacteria;Gemmatimonadetes;AKAU4049;	1
OSD190_6_14_KI	M01153_28_000000000-ABJE2_1_1101_10884_21077	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;SAR86 clade;	1
OSD32_6_14_NSI	M01153_28_000000000-ABJE2_1_1101_10900_11242	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;AEGEAN-169 marine group;	163
OSD31_6_14_PH	M01153_28_000000000-ABJE2_1_1101_10853_24691	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;	39
OSD31_6_14_PH	M01153_28_000000000-ABJE2_1_1101_10889_11143	Bacteria;Proteobacteria;Gammaproteobacteria;KI89A clade;	57
OSD191_6_14_DRW	M01153_28_000000000-ABJE2_1_1101_10904_4810	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;S25-593;	248
OSD33_6_14_MI	M01153_28_000000000-ABJE2_1_1101_10870_8487	Bacteria;Cyanobacteria;Chloroplast;	130
